ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,term,Neg_ammortization,interest_only,lump_sum_payment,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,Region,Security_Type,Status,ZipCode
63009,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,266500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3660.0,CRIF,799,CIB,35-44,not_inst,south,direct,no ,43206
39172,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,176500,324.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6540.0,CIB,653,CIB,45-54,to_inst,south,direct,no,60797
94931,2019,cf,Joint,nopre,type3,p4,l1,nopc,nob/c,396500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,,EXP,828,EXP,25-34,not_inst,south,direct,no ,83303
33734,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,186500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,1U,5520.0,CRIF,530,EXP,65-74,to_inst,south,direct,no ,38187
77007,2019,ncf,Joint,pre,type1,p1,l1,nopc,nob/c,726500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8760.0,CIB,732,EXP,65-74,to_inst,North,direct,no ,59729
61556,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,256500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,13920.0,EXP,748,EXP,65-74,to_inst,south,direct,no ,85553
40126,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,316500,240.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6660.0,CRIF,529,EXP,65-74,to_inst,south,direct,no,69335
62192,2019,cf,Male,nopre,type1,p2,l1,nopc,nob/c,286500,300.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7800.0,EXP,611,CIB,45-54,to_inst,North,direct,Yes,98193
77219,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,286500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,4U,7080.0,EXP,510,CIB,45-54,to_inst,North-East,direct,yes,47624
27702,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,286500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3960.0,EQUI,622,EXP,55-64,to_inst,North,direct,Yes,91414
55235,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,276500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3540.0,EXP,829,CIB,35-44,not_inst,North,direct,no,49207
100004,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,146500,240.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,-4800.0,EXP,694,CIB,35-44,to_inst,North,direct,no,92126
75358,2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,206500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,1U,5400.0,CIB,606,CIB,45-54,not_inst,North,direct,no ,55227
66049,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,586500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,22620.0,CRIF,762,EXP,45-54,to_inst,south,direct,no ,37984
25475,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,426500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5400.0,CRIF,759,CIB,35-44,not_inst,south,direct,no ,13123
28191,2019,ncf,Female,nopre,type2,p4,l1,nopc,b/c,126500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,,CRIF,568,CIB,25-34,to_inst,south,direct,no ,50405
52397,2019,cf,Female,pre,type1,p1,l1,nopc,nob/c,136500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4620.0,EXP,770,EXP,55-64,to_inst,North,direct,no,46921
76240,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,326500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8820.0,CRIF,809,EXP,55-64,to_inst,North,direct,no,90994
84336,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,246500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,6840.0,CIB,845,CIB,45-54,not_inst,North,direct,no,70428
70257,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,376500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7680.0,CIB,773,CIB,55-64,to_inst,south,direct,no ,56532
60810,2019,cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,246500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,,EXP,880,CIB,55-64,to_inst,south,direct,no,32755
97421,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,266500,180.0,not_neg,not_int,lpsm,sb,sr,home,1U,-40620.0,CIB,820,CIB,65-74,to_inst,North,direct,Yes,15473
34345,2019,,Male,nopre,type3,p3,l1,nopc,nob/c,56500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,1380.0,EXP,783,CIB,45-54,to_inst,North,direct,no ,55680
61121,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,236500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4020.0,EQUI,843,EXP,55-64,to_inst,south,direct,Yes,58025
45394,2019,cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,186500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3060.0,CIB,688,CIB,65-74,to_inst,south,direct,no ,54675
123186,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,336500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6480.0,CIB,763,EXP,45-54,to_inst,south,direct,Yes,76950
109274,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,106500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2940.0,CRIF,528,CIB,55-64,to_inst,south,direct,yes,60633
108799,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,326500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8340.0,EXP,528,CIB,35-44,to_inst,North,direct,no,15677
109808,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,156500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2520.0,EXP,636,EXP,55-64,to_inst,North,direct,Yes,36204
114897,2019,cf,Joint,pre,type1,p4,l1,nopc,nob/c,366500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5520.0,CRIF,800,EXP,35-44,to_inst,south,direct,Yes,77366
103405,2019,cf,Male,nopre,type2,p4,l1,nopc,b/c,396500,360.0,not_neg,not_int,lpsm,sb,pr,home,1U,-0.0,EQUI,740,EXP,35-44,to_inst,south,direct,Yes,42033
117779,2019,cf,Joint,nopre,type1,p3,l2,nopc,nob/c,296500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7320.0,CIB,787,EXP,35-44,to_inst,North,direct,no,62997
34781,2019,ncf,Male,pre,type3,p4,l1,nopc,nob/c,986500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,0.0,EQUI,592,EXP,>74,not_inst,North,direct,Yes,90328
56084,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,326500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4680.0,CIB,883,CIB,45-54,to_inst,south,direct,no ,47535
104051,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,226500,324.0,not_neg,not_int,not_lpsm,sb,sr,home,1U,4560.0,CIB,520,CIB,45-54,to_inst,North,direct,no,67450
70810,2019,ncf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,1086500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,17280.0,CRIF,770,CIB,35-44,to_inst,south,direct,no ,28504
88235,2019,ncf,Male,pre,type2,p1,l1,nopc,b/c,96500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2580.0,CIB,887,CIB,45-54,to_inst,south,direct,no ,36218
94132,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,486500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,1U,13320.0,CRIF,706,EXP,65-74,not_inst,North,direct,no,51002
83607,2019,cf,Female,pre,type1,p3,l1,nopc,nob/c,116500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,1680.0,CIB,794,CIB,45-54,to_inst,south,direct,no ,36573
63653,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,596500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6900.0,EQUI,709,EXP,35-44,not_inst,south,direct,Yes,81237
106845,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,276500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5700.0,CIB,511,CIB,25-34,not_inst,south,direct,no ,50829
115509,2019,cf,Male,nopre,type1,p4,l2,nopc,nob/c,146500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,-3600.0,EQUI,721,EXP,25-34,to_inst,North,direct,yes,77262
50580,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,486500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,18120.0,CIB,899,EXP,55-64,not_inst,North,direct,no,30322
61801,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,286500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8280.0,EXP,867,CIB,65-74,not_inst,south,direct,no,87441
69381,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,366500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3060.0,EQUI,862,EXP,45-54,to_inst,south,direct,Yes,70912
91182,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,186500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2160.0,CIB,507,CIB,>74,to_inst,North,direct,no ,48354
109758,2019,cf,Male,nopre,type2,p1,l1,nopc,b/c,386500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,2U,6720.0,CRIF,587,CIB,25-34,not_inst,North,direct,Yes,20331
61805,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,266500,360.0,not_neg,int_only,not_lpsm,sb,ir,home,2U,4320.0,CRIF,596,EXP,25-34,not_inst,North,direct,no,67964
97539,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,386500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,-4080.0,CIB,813,EXP,45-54,not_inst,south,direct,no,58001
105389,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,656500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,9540.0,CRIF,876,CIB,45-54,not_inst,south,direct,no,57301
106381,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,246500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2220.0,CRIF,724,CIB,25-34,not_inst,south,direct,no,98153
51093,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,186500,180.0,not_neg,not_int,not_lpsm,sb,ir,home,1U,15000.0,CIB,677,EXP,65-74,to_inst,North,direct,no ,37910
28552,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,386500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7860.0,CRIF,855,EXP,55-64,not_inst,North,direct,no ,51025
33762,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,246500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,,EXP,883,CIB,55-64,to_inst,central,direct,Yes,86137
70227,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,66500,360.0,not_neg,not_int,lpsm,sb,pr,home,1U,1320.0,EQUI,688,EXP,35-44,to_inst,south,direct,Yes,60240
108556,2019,cf,Male,nopre,type1,p1,l2,nopc,nob/c,486500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,12240.0,EXP,505,CIB,55-64,to_inst,North,direct,no,17946
69991,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,556500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,1U,12660.0,CIB,681,EXP,45-54,not_inst,south,direct,no ,31727
46533,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,656500,240.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,22500.0,CIB,534,EXP,35-44,not_inst,North,direct,no ,80739
111224,2019,,Joint,nopre,type2,p1,l1,nopc,b/c,266500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4500.0,EXP,876,EXP,45-54,to_inst,North,direct,no ,62124
67988,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,156500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2640.0,CRIF,627,CIB,55-64,to_inst,North,direct,no,97836
45417,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,306500,240.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6960.0,CIB,551,EXP,25-34,to_inst,North,direct,no,81716
125627,2019,cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,176500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4620.0,EQUI,840,EXP,55-64,to_inst,south,direct,Yes,16790
31597,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,436500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4200.0,CRIF,773,CIB,55-64,to_inst,south,direct,no,19634
112533,2019,cf,Joint,nopre,type3,p4,l1,nopc,nob/c,686500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,,CIB,810,EXP,55-64,not_inst,North,direct,no ,44748
41453,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,256500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3900.0,EXP,722,CIB,35-44,to_inst,south,direct,no,70776
28714,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,366500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,1U,10440.0,CRIF,697,EXP,45-54,not_inst,North,direct,no,16876
62909,2019,cf,Female,nopre,type1,p4,l2,nopc,nob/c,326500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3840.0,CIB,838,CIB,25-34,not_inst,North,direct,no,47452
100355,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,316500,240.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8580.0,CRIF,627,CIB,55-64,to_inst,North,direct,no ,96217
37496,2019,cf,Female,nopre,type1,p3,l2,nopc,nob/c,186500,300.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,3060.0,EQUI,604,EXP,25-34,to_inst,North,direct,Yes,72119
69885,2019,cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,226500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2760.0,EQUI,757,EXP,65-74,to_inst,south,direct,Yes,48623
47122,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,166500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,1620.0,CRIF,610,CIB,35-44,to_inst,North,direct,yes,37683
101713,2019,,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,266500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,-5100.0,EXP,692,CIB,45-54,to_inst,south,direct,no ,43323
51732,2019,cf,Female,pre,type1,p3,l1,nopc,nob/c,446500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5820.0,EXP,585,CIB,35-44,to_inst,south,direct,no ,64355
50475,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,206500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8340.0,CRIF,760,CIB,35-44,not_inst,North,direct,no,29673
51489,2019,cf,Joint,nopre,type2,p4,l1,nopc,b/c,286500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,4980.0,CRIF,641,EXP,65-74,to_inst,south,direct,Yes,36676
123757,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,686500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,9360.0,EXP,502,EXP,25-34,not_inst,North,direct,no,91148
37902,2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,386500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7740.0,CRIF,589,CIB,35-44,to_inst,North,direct,no ,12032
81060,2019,cf,Joint,nopre,type2,p1,l1,nopc,b/c,276500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,-6900.0,CIB,882,EXP,25-34,to_inst,central,direct,Yes,49427
89760,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,256500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4260.0,CIB,780,CIB,45-54,to_inst,south,direct,no,36670
93660,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,416500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4740.0,CRIF,888,CIB,55-64,to_inst,North,direct,no ,60796
78603,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,376500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,-6780.0,CIB,838,CIB,45-54,to_inst,south,direct,no,34616
87767,2019,,Joint,nopre,type2,p1,l1,nopc,b/c,336500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4440.0,CRIF,513,EXP,25-34,not_inst,North,direct,Yes,40113
74436,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,226500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6000.0,CIB,515,EXP,65-74,to_inst,south,direct,no ,77777
84035,2019,ncf,Female,nopre,type1,p1,l1,nopc,nob/c,756500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,-6960.0,EXP,593,CIB,35-44,not_inst,south,direct,no,93249
128525,2019,cf,Sex Not Available,pre,type2,p1,l1,nopc,b/c,126500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2640.0,CRIF,801,CIB,45-54,to_inst,south,direct,no ,60083
109440,2019,cf,Female,pre,type1,p3,l1,nopc,nob/c,176500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,1740.0,CIB,601,CIB,65-74,to_inst,North,direct,no ,17602
65736,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,156500,324.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5520.0,EXP,603,EXP,55-64,to_inst,North,direct,no ,23553
29882,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,306500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,7320.0,CRIF,619,EXP,>74,to_inst,North,direct,no ,20223
38308,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,166500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,1U,9000.0,EXP,657,CIB,55-64,to_inst,central,direct,Yes,35105
39318,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,346500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4680.0,EXP,525,CIB,25-34,to_inst,south,direct,no,43326
71523,2019,cf,Male,nopre,type2,p1,l1,nopc,b/c,216500,360.0,neg_amm,int_only,not_lpsm,sb,pr,home,1U,2460.0,CIB,659,CIB,25-34,not_inst,North,direct,no ,72142
73668,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,206500,300.0,neg_amm,not_int,not_lpsm,sb,ir,home,1U,15900.0,EQUI,663,EXP,35-44,not_inst,south,direct,Yes,35499
51296,2019,cf,Joint,pre,type1,p4,l1,nopc,nob/c,156500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3000.0,EXP,790,EXP,55-64,to_inst,North,direct,no,87176
34188,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,486500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,9840.0,CIB,605,EXP,55-64,to_inst,central,direct,no ,45707
62581,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,486500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7260.0,CRIF,531,EXP,45-54,not_inst,south,direct,no ,98245
65277,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,726500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,11220.0,EQUI,799,EXP,25-34,not_inst,south,direct,Yes,38748
39263,2019,cf,Male,pre,type2,p4,l1,nopc,b/c,326500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5040.0,EXP,599,CIB,25-34,not_inst,North,direct,no ,77399
126200,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,206500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5520.0,CRIF,705,CIB,55-64,not_inst,North,direct,no,54163
124934,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,216500,180.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,3840.0,EQUI,636,EXP,65-74,to_inst,North,direct,Yes,46425
60475,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,356500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7380.0,CIB,586,CIB,65-74,not_inst,North,direct,no,11896
61680,2019,cf,Joint,pre,type1,p3,l1,nopc,nob/c,256500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5100.0,CRIF,740,EXP,55-64,to_inst,North,direct,no ,46593
84163,2019,cf,Joint,pre,type1,p3,l2,opc,nob/c,256500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,14880.0,CIB,776,EXP,55-64,to_inst,North,direct,no ,65846
113701,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,666500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8640.0,CIB,864,EXP,35-44,not_inst,North,direct,no ,25912
110104,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,106500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,1500.0,CRIF,602,CIB,55-64,to_inst,south,direct,no ,63754
71738,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,166500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,4800.0,EQUI,513,EXP,55-64,to_inst,south,direct,yes,78192
107092,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,316500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4320.0,EXP,655,CIB,65-74,not_inst,North,direct,no ,47766
79538,2019,cf,Joint,nopre,type2,p4,l1,nopc,b/c,246500,240.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5880.0,CRIF,812,EXP,65-74,to_inst,North,direct,Yes,69533
125439,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,726500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,-13920.0,EXP,796,EXP,45-54,not_inst,south,direct,no ,47821
74310,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,186500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2940.0,EXP,658,CIB,55-64,to_inst,North,direct,no,30458
32280,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,156500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2460.0,CIB,699,CIB,45-54,to_inst,North-East,direct,no ,71158
103812,2019,ncf,Joint,nopre,type1,p4,l1,nopc,nob/c,186500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3660.0,EQUI,659,EXP,65-74,to_inst,North,direct,Yes,94991
77132,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,446500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7320.0,CIB,530,CIB,45-54,to_inst,North,direct,no ,35877
84844,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,346500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5820.0,CIB,886,CIB,65-74,not_inst,North,direct,no,16873
26971,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,266500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3060.0,EXP,849,CIB,65-74,to_inst,south,direct,no,46277
126824,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,216500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4920.0,EQUI,772,EXP,35-44,to_inst,North,direct,yes,70537
90634,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,506500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4380.0,CRIF,631,CIB,35-44,not_inst,North,direct,Yes,45112
117757,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,506500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,19800.0,EXP,540,EXP,35-44,not_inst,south,direct,no ,44750
104249,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,106500,240.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2880.0,EXP,526,CIB,55-64,to_inst,North,direct,no,64421
96134,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,446500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,-6720.0,CIB,878,CIB,55-64,to_inst,North,direct,no ,71037
117054,2019,ncf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,206500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2640.0,CRIF,745,EXP,<25,to_inst,south,direct,Yes,43610
43766,2019,cf,Joint,pre,type1,p4,l1,nopc,nob/c,446500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,11760.0,CIB,625,EXP,25-34,not_inst,south,direct,no,71631
38420,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,356500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6240.0,EXP,635,CIB,35-44,to_inst,North,direct,yes,93207
74708,2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,136500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,1740.0,CRIF,549,CIB,65-74,to_inst,central,direct,Yes,12517
100842,2019,cf,Sex Not Available,pre,type2,p4,l1,nopc,b/c,226500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5400.0,EXP,613,CIB,25-34,to_inst,south,direct,no ,43170
56682,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,326500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4680.0,CIB,731,EXP,45-54,to_inst,south,direct,no ,67224
93832,2019,cf,Male,nopre,type2,p1,l1,nopc,b/c,156500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,3780.0,CRIF,813,CIB,35-44,to_inst,North,direct,no,72907
85894,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,96500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2340.0,EXP,841,CIB,55-64,to_inst,North,direct,no ,50322
95056,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,266500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3600.0,CIB,876,CIB,25-34,not_inst,North,direct,Yes,58050
83046,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,276500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,-8700.0,CIB,724,EXP,25-34,not_inst,North,direct,no,64532
70589,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,176500,324.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2160.0,CIB,702,CIB,55-64,to_inst,North,direct,no ,85754
85039,2019,cf,Female,nopre,type3,p4,l1,nopc,nob/c,306500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,,EXP,806,CIB,25-34,not_inst,North,direct,no,68381
38751,2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,396500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,4U,3900.0,EXP,779,CIB,25-34,to_inst,south,direct,Yes,14004
